"","Reference","sampleID","sample.matrix","sample.matrix.specific","compartment","Sampling.apparatus","Sample.Type","site","specific.location","latitude","longitude","season","particles.L.blank.corrected","particles.fish.blank.corrected","particles.kg.blank.corrected","fiber.correction.factor","plastic_proportion_correction","min_mesh_size_um","max_mesh_size_um","alpha","alpha.sd","rescaling_correction_factor","particles.L_rescaled_corrected_5thPercentile","particles.L_rescaled_corrected_50thPercentile","particles.L_rescaled_corrected_95thPercentile","particles.L_rescaled_corrected_deterministic","particle.fish.master","particles.kg.master"
"18","Zhu et. al 2021","PA July 20 2017 A","water","wastewater","marine","Composite","sample",NA,NA,"37.4527","-122.1108",NA,0.0054,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,1.16159599334842,NA,NA
"19","Zhu et. al 2021","SJ Aug 10 2017","water","wastewater","marine","Composite","sample",NA,NA,"37.4332","-121.9522","dry",0.0186,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,4.0010528659779,NA,NA
"20","Zhu et. al 2021","SJ Sept 19 2017","water","wastewater","marine","Composite","sample",NA,NA,"37.4332","-121.9522","dry",0.0233,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,5.01207160092931,NA,NA
"21","Zhu et. al 2021","SUNN Sept 19 2017","water","wastewater","marine","Composite","sample",NA,NA,"37.4193","-122.0162","dry",0.0222,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,4.77545019487686,NA,NA
"22","Zhu et. al 2021","CCCSD Sept 7 2017","water","wastewater","marine","Composite","sample",NA,NA,"37.9961","-122.0686","dry",0.0778,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,16.7355867189829,NA,NA
"23","Zhu et. al 2021","FSSD Aug 23 2017","water","wastewater","marine","Composite","sample",NA,NA,"38.2233","-122.0829","dry",0.0037,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,0.795908365812809,NA,NA
"24","Zhu et. al 2021","FSSD Sept 7 2017","water","wastewater","marine","Composite","sample",NA,NA,"38.2233","-122.0829","dry",0.0055,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,1.18310703026228,NA,NA
"25","Zhu et. al 2021","EBMUD Oct 20 2017","water","wastewater","marine","Composite","sample",NA,NA,"37.8236","-122.2956",NA,0.1083,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,23.2964529777101,NA,NA
"26","Zhu et. al 2021","SFPUC Nov 6 2017","water","wastewater","marine","Composite","sample",NA,NA,"37.7476","-122.3728","wet",0.1593,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,34.2670818037785,NA,NA
"27","Zhu et. al 2021","SFPUC Nov 7 2017","water","wastewater","marine","Composite","sample",NA,NA,"37.7476","-122.3728","wet",0.1816,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,39.0640430355692,NA,NA
"28","Zhu et. al 2021","SUNN Oct 17 2017","water","wastewater","marine","Composite","sample",NA,NA,"37.4193","-122.0162",NA,0.0075,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,1.61332776853948,NA,NA
"29","Zhu et. al 2021","CCCSD Dec 6 2017","water","wastewater","marine","Composite","sample",NA,NA,"37.9961","-122.0686","wet",0.0683,NA,NA,1,0.283333333333333,110,5000,2.41,0.22,759.213067547991,NA,NA,NA,14.6920382121662,NA,NA
"30","Zhu et. al 2021","AN LSB06_1","fish","anchovy","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,24.27,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,41.4122501629095,NA
"31","Zhu et. al 2021","AN LSB06_2","fish","anchovy","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,6.6,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,11.2616749515947,NA
"32","Zhu et. al 2021","AN LSB06_4","fish","anchovy","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,0.87,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,1.48449351634657,NA
"33","Zhu et. al 2021","TS LSB06_1","fish","topsmelt","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,1,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,1.70631438660526,NA
"34","Zhu et. al 2021","TS LSB06_2","fish","topsmelt","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,0.93,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,1.58687237954289,NA
"35","Zhu et. al 2021","TS LSB06_3","fish","topsmelt","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,3.53,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,6.02328978471655,NA
"36","Zhu et. al 2021","TS LSB06_4","fish","topsmelt","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,2.4,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,4.09515452785261,NA
"37","Zhu et. al 2021","AN LSB06_3","fish","anchovy","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,45.07,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,76.9035894042988,NA
"38","Zhu et. al 2021","TS LSB06_5","fish","topsmelt","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,8,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,13.650515092842,NA
"39","Zhu et. al 2021","TS LSB06_6","fish","topsmelt","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,11.67,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,19.9126888916833,NA
"40","Zhu et. al 2021","TS LSB06_7","fish","topsmelt","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,5.73,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,9.77718143524811,NA
"41","Zhu et. al 2021","TS LSB06_8","fish","topsmelt","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,5.87,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,10.0160654493728,NA
"42","Zhu et. al 2021","TS LSB06_9","fish","topsmelt","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,14.47,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,24.690369174178,NA
"43","Zhu et. al 2021","TS LSB06_10","fish","topsmelt","marine","otter trawl/cast net","sample","Lower South Bay",NA,"37.4576","-122.0921",NA,NA,1.8,NA,1,0.15,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,3.07136589588946,NA
"44","Zhu et. al 2021","AN TB101_1","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,0,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,0,NA
"45","Zhu et. al 2021","AN TB101_2","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,0,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,0,NA
"46","Zhu et. al 2021","AN TB101_3","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,1.73,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,2.55833403698348,NA
"47","Zhu et. al 2021","AN TB101_4","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,0.13,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,0.192244754224192,NA
"48","Zhu et. al 2021","AN TB101_5","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,1.8,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,2.6618504431042,NA
"49","Zhu et. al 2021","AN TB101_6","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,1,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,1.47880580172455,NA
"50","Zhu et. al 2021","AN TB101_7","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,5.47,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,8.08906773543331,NA
"51","Zhu et. al 2021","AN TB101_8","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,3.87,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,5.72297845267403,NA
"52","Zhu et. al 2021","AN TB101_9","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,7.4,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,10.9431629327617,NA
"53","Zhu et. al 2021","AN TB101_10","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,6,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,8.87283481034733,NA
"54","Zhu et. al 2021","AN TB102_1","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.0908","-122.8358",NA,NA,5.47,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,8.08906773543331,NA
"55","Zhu et. al 2021","AN TB102_2","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.0908","-122.8358",NA,NA,3.6,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,5.3237008862084,NA
"56","Zhu et. al 2021","AN TB102_3","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.0908","-122.8358",NA,NA,0,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,0,NA
"57","Zhu et. al 2021","AN TB102_4","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.0908","-122.8358",NA,NA,2,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,2.95761160344911,NA
"58","Zhu et. al 2021","AN TB102_5","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.0908","-122.8358",NA,NA,2.67,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,3.94841149060456,NA
"59","Zhu et. al 2021","AN TB102_6","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.0908","-122.8358",NA,NA,1.6,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,2.36608928275929,NA
"60","Zhu et. al 2021","AN TB102_7","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.0908","-122.8358",NA,NA,1.13,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,1.67105055594875,NA
"61","Zhu et. al 2021","AN TB102_8","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.0908","-122.8358",NA,NA,1.6,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,2.36608928275929,NA
"62","Zhu et. al 2021","AN TB102_9","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.0908","-122.8358",NA,NA,1.6,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,2.36608928275929,NA
"63","Zhu et. al 2021","AN TB102_10","fish","anchovy","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.0908","-122.8358",NA,NA,0.87,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,1.28656104750036,NA
"64","Zhu et. al 2021","TS TB101_1","fish","topsmelt","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,6.33,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,9.36084072491643,NA
"65","Zhu et. al 2021","TS TB101_2","fish","topsmelt","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,0.13,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,0.192244754224192,NA
"66","Zhu et. al 2021","TS TB101_3","fish","topsmelt","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,15.4,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,22.7736093465581,NA
"67","Zhu et. al 2021","TS TB101_4","fish","topsmelt","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,11.27,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,16.6661413854357,NA
"68","Zhu et. al 2021","TS TB101_5","fish","topsmelt","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,11.4,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,16.8583861396599,NA
"69","Zhu et. al 2021","TS TB101_6","fish","topsmelt","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,3.27,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,4.83569497163929,NA
"70","Zhu et. al 2021","TS TB101_7","fish","topsmelt","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,11.33,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,16.7548697335392,NA
"71","Zhu et. al 2021","TS TB101_8","fish","topsmelt","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,1.87,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,2.76536684922492,NA
"72","Zhu et. al 2021","TS TB101_9","fish","topsmelt","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,2.4,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,3.54913392413893,NA
"73","Zhu et. al 2021","TS TB101_10","fish","topsmelt","marine","otter trawl/cast net","sample","Tomales Bay",NA,"38.2093","-122.9292",NA,NA,1,NA,1,0.13,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,1.47880580172455,NA
"74","Zhu et. al 2021","TS CB106_1","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,11.13,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,26.5877907720831,NA
"75","Zhu et. al 2021","TS CB106_2","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,9.07,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,21.6667800811135,NA
"76","Zhu et. al 2021","TS CB106_3","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,3.93,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,9.38814175510212,NA
"77","Zhu et. al 2021","TS CB106_4","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,8.87,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,21.1890120528641,NA
"78","Zhu et. al 2021","TS CB106_5","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,9.4,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,22.4550973277252,NA
"79","Zhu et. al 2021","TS CB106_6","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,3.4,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,8.12205648024101,NA
"80","Zhu et. al 2021","TS CB106_7","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,9,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,21.4995612712262,NA
"81","Zhu et. al 2021","TS CB106_8","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,16.4,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,39.1769783164567,NA
"82","Zhu et. al 2021","TS CB106_9","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,6.6,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,15.7663449322326,NA
"83","Zhu et. al 2021","TS CB106_10","fish","topsmelt","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,1.8,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,4.29991225424524,NA
"84","Zhu et. al 2021","AN CB106_1","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,17.53,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,41.8763676760662,NA
"85","Zhu et. al 2021","AN CB106_2","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,17.27,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,41.2552692393419,NA
"86","Zhu et. al 2021","AN CB106_3","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,11.07,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,26.4444603636082,NA
"87","Zhu et. al 2021","AN CB106_4","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,24,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,57.3321633899366,NA
"88","Zhu et. al 2021","AN CB106_5","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,20.33,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,48.5651200715588,NA
"89","Zhu et. al 2021","AN CB106_6","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,14.53,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,34.7098472523241,NA
"90","Zhu et. al 2021","AN CB106_7","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,17.73,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,42.3541357043156,NA
"91","Zhu et. al 2021","AN CB106_8","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,9.53,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,22.7656465460873,NA
"92","Zhu et. al 2021","AN CB106_9","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,13.47,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,32.1776767026019,NA
"93","Zhu et. al 2021","AN CB106_10","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.7579","-122.3055",NA,NA,14.6,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,34.8770660622114,NA
"94","Zhu et. al 2021","AN CB010_1","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,35.13,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,83.9199541620197,NA
"95","Zhu et. al 2021","AN CB010_2","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,20.4,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,48.7323388814461,NA
"96","Zhu et. al 2021","AN CB010_4","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,28.13,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,67.1980731732882,NA
"97","Zhu et. al 2021","AN CB010_3","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,13.13,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,31.3654710545778,NA
"98","Zhu et. al 2021","AN CB010_5","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,13.13,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,31.3654710545778,NA
"99","Zhu et. al 2021","AN CB010_6","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,5.73,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,13.6880540093474,NA
"100","Zhu et. al 2021","AN CB010_7","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,14.4,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,34.3992980339619,NA
"101","Zhu et. al 2021","AN CB010_8","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,15.07,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,35.9998209285977,NA
"102","Zhu et. al 2021","AN CB010_9","fish","anchovy","marine","otter trawl/cast net","sample","Central Bay",NA,"37.9067","-122.3467",NA,NA,21.93,NA,1,0.21,25,5000,1.75,0.17,11.375429244035,NA,NA,NA,NA,52.3872642975545,NA
